START 2026-09-24T00:49:37Z until [ -f ckpts/dsc/stage1_a3_s1.pt ]; do sleep 30; done; python3 coverage_lean.py --ckpt ckpts/dsc/stage1_a3_s1.pt --in data/dsc/targets_depth3_sub250.jsonl --k 2000 --temperature 0.8 --seed 0 --batch 1024 --procs 2 --out artifacts/dsc/cov_a3_s1_d3sub
shard 0/1: 250 theorems, 0 already done; k=2000 T=0.8 batch=1024
targets_depth3_435: n_ok 3/2000 (nd-only 0, parse-fail 320) distinct_ok 1 first_hit 409 written_hist {9: 1} lean 0s (10s; 100 done, 21s/thm, ETA 53 min)
targets_depth3_436: n_ok 376/2000 (nd-only 0, parse-fail 296) distinct_ok 8 first_hit 2 written_hist {8: 1, 9: 6, 11: 1} lean 10s (48s; 101 done, 22s/thm, ETA 54 min)
targets_depth3_444: n_ok 81/2000 (nd-only 0, parse-fail 481) distinct_ok 4 first_hit 1 written_hist {9: 4} lean 4s (46s; 102 done, 22s/thm, ETA 54 min)
targets_depth3_446: n_ok 258/2000 (nd-only 0, parse-fail 227) distinct_ok 3 first_hit 19 written_hist {9: 3} lean 7s (70s; 103 done, 22s/thm, ETA 55 min)
targets_depth3_453: n_ok 2/2000 (nd-only 0, parse-fail 361) distinct_ok 1 first_hit 920 written_hist {9: 1} lean 6s (43s; 104 done, 22s/thm, ETA 55 min)
targets_depth3_455: n_ok 1537/2000 (nd-only 0, parse-fail 333) distinct_ok 20 first_hit 1 written_hist {9: 6, 10: 13, 11: 1} lean 1s (29s; 105 done, 23s/thm, ETA 55 min)
targets_depth3_458: n_ok 1133/2000 (nd-only 0, parse-fail 342) distinct_ok 4 first_hit 1 written_hist {7: 1, 9: 3} lean 1s (9s; 106 done, 22s/thm, ETA 54 min)
targets_depth3_461: n_ok 22/2000 (nd-only 0, parse-fail 1912) distinct_ok 3 first_hit 131 written_hist {9: 2, 10: 1} lean 4s (20s; 107 done, 22s/thm, ETA 53 min)
targets_depth3_478: n_ok 0/2000 (nd-only 0, parse-fail 393) distinct_ok 0 first_hit None written_hist {} lean 0s (12s; 108 done, 22s/thm, ETA 53 min)
targets_depth3_483: n_ok 1405/2000 (nd-only 0, parse-fail 358) distinct_ok 16 first_hit 1 written_hist {8: 2, 9: 13, 10: 1} lean 1s (9s; 109 done, 22s/thm, ETA 52 min)
targets_depth3_487: n_ok 839/2000 (nd-only 0, parse-fail 402) distinct_ok 4 first_hit 1 written_hist {9: 3, 10: 1} lean 6s (20s; 110 done, 22s/thm, ETA 52 min)
targets_depth3_488: n_ok 1606/2000 (nd-only 0, parse-fail 79) distinct_ok 4 first_hit 1 written_hist {9: 1, 10: 2, 12: 1} lean 1s (9s; 111 done, 22s/thm, ETA 51 min)
targets_depth3_490: n_ok 4/2000 (nd-only 0, parse-fail 210) distinct_ok 3 first_hit 561 written_hist {10: 1, 11: 2} lean 0s (12s; 112 done, 22s/thm, ETA 50 min)
targets_depth3_497: n_ok 229/2000 (nd-only 0, parse-fail 349) distinct_ok 8 first_hit 22 written_hist {7: 1, 8: 1, 9: 5, 10: 1} lean 1s (12s; 113 done, 22s/thm, ETA 50 min)
targets_depth3_498: n_ok 0/2000 (nd-only 0, parse-fail 1551) distinct_ok 0 first_hit None written_hist {} lean 0s (14s; 114 done, 22s/thm, ETA 49 min)
targets_depth3_501: n_ok 0/2000 (nd-only 0, parse-fail 1929) distinct_ok 0 first_hit None written_hist {} lean 0s (20s; 115 done, 22s/thm, ETA 49 min)
targets_depth3_504: n_ok 49/2000 (nd-only 0, parse-fail 1474) distinct_ok 4 first_hit 11 written_hist {7: 1, 9: 1, 10: 1, 11: 1} lean 0s (9s; 116 done, 22s/thm, ETA 48 min)
targets_depth3_505: n_ok 0/2000 (nd-only 0, parse-fail 356) distinct_ok 0 first_hit None written_hist {} lean 0s (11s; 117 done, 22s/thm, ETA 48 min)
targets_depth3_515: n_ok 0/2000 (nd-only 0, parse-fail 1243) distinct_ok 0 first_hit None written_hist {} lean 0s (13s; 118 done, 21s/thm, ETA 47 min)
targets_depth3_516: n_ok 17/2000 (nd-only 0, parse-fail 138) distinct_ok 3 first_hit 15 written_hist {8: 3} lean 0s (10s; 119 done, 21s/thm, ETA 47 min)
targets_depth3_520: n_ok 146/2000 (nd-only 0, parse-fail 206) distinct_ok 8 first_hit 2 written_hist {9: 1, 10: 3, 11: 4} lean 0s (11s; 120 done, 21s/thm, ETA 46 min)
targets_depth3_523: n_ok 1/2000 (nd-only 0, parse-fail 812) distinct_ok 1 first_hit 461 written_hist {10: 1} lean 0s (12s; 121 done, 21s/thm, ETA 46 min)
targets_depth3_533: n_ok 1931/2000 (nd-only 0, parse-fail 55) distinct_ok 5 first_hit 1 written_hist {7: 2, 10: 1, 11: 2} lean 1s (10s; 122 done, 21s/thm, ETA 45 min)
targets_depth3_534: n_ok 1378/2000 (nd-only 0, parse-fail 299) distinct_ok 11 first_hit 2 written_hist {7: 1, 9: 5, 10: 5} lean 20s (45s; 123 done, 21s/thm, ETA 45 min)
targets_depth3_537: n_ok 5/2000 (nd-only 0, parse-fail 364) distinct_ok 2 first_hit 24 written_hist {10: 2} lean 7s (40s; 124 done, 21s/thm, ETA 45 min)
targets_depth3_545: n_ok 22/2000 (nd-only 0, parse-fail 439) distinct_ok 1 first_hit 62 written_hist {10: 1} lean 6s (23s; 125 done, 22s/thm, ETA 45 min)
targets_depth3_547: n_ok 614/2000 (nd-only 0, parse-fail 226) distinct_ok 1 first_hit 5 written_hist {7: 1} lean 6s (37s; 126 done, 22s/thm, ETA 45 min)
targets_depth3_553: n_ok 25/2000 (nd-only 0, parse-fail 460) distinct_ok 2 first_hit 90 written_hist {10: 2} lean 5s (28s; 127 done, 22s/thm, ETA 44 min)
targets_depth3_556: n_ok 1727/2000 (nd-only 0, parse-fail 112) distinct_ok 5 first_hit 1 written_hist {7: 1, 8: 3, 9: 1} lean 9s (39s; 128 done, 22s/thm, ETA 44 min)
targets_depth3_557: n_ok 1270/2000 (nd-only 0, parse-fail 525) distinct_ok 5 first_hit 4 written_hist {10: 3, 11: 1, 12: 1} lean 11s (53s; 129 done, 22s/thm, ETA 44 min)
targets_depth3_560: n_ok 1287/2000 (nd-only 0, parse-fail 567) distinct_ok 5 first_hit 2 written_hist {7: 1, 8: 1, 10: 1, 11: 2} lean 1s (8s; 130 done, 22s/thm, ETA 44 min)
targets_depth3_561: n_ok 1172/2000 (nd-only 0, parse-fail 25) distinct_ok 3 first_hit 1 written_hist {7: 1, 8: 1, 10: 1} lean 1s (8s; 131 done, 22s/thm, ETA 43 min)
targets_depth3_564: n_ok 33/2000 (nd-only 0, parse-fail 250) distinct_ok 2 first_hit 52 written_hist {7: 1, 10: 1} lean 2s (17s; 132 done, 22s/thm, ETA 43 min)
targets_depth3_565: n_ok 877/2000 (nd-only 0, parse-fail 919) distinct_ok 5 first_hit 3 written_hist {10: 3, 11: 1, 12: 1} lean 1s (13s; 133 done, 22s/thm, ETA 42 min)
targets_depth3_573: n_ok 1961/2000 (nd-only 0, parse-fail 19) distinct_ok 8 first_hit 1 written_hist {7: 1, 8: 3, 10: 2, 11: 2} lean 0s (8s; 134 done, 22s/thm, ETA 42 min)
targets_depth3_581: n_ok 1895/2000 (nd-only 0, parse-fail 86) distinct_ok 3 first_hit 1 written_hist {7: 1, 10: 1, 11: 1} lean 1s (17s; 135 done, 22s/thm, ETA 41 min)
targets_depth3_587: n_ok 0/2000 (nd-only 0, parse-fail 158) distinct_ok 0 first_hit None written_hist {} lean 0s (7s; 136 done, 21s/thm, ETA 41 min)
targets_depth3_589: n_ok 1812/2000 (nd-only 0, parse-fail 88) distinct_ok 2 first_hit 1 written_hist {7: 1, 10: 1} lean 1s (13s; 137 done, 21s/thm, ETA 40 min)
targets_depth3_593: n_ok 1202/2000 (nd-only 0, parse-fail 325) distinct_ok 7 first_hit 3 written_hist {7: 4, 8: 1, 9: 2} lean 1s (20s; 138 done, 21s/thm, ETA 40 min)
targets_depth3_597: n_ok 384/2000 (nd-only 0, parse-fail 1037) distinct_ok 5 first_hit 18 written_hist {10: 5} lean 1s (17s; 139 done, 21s/thm, ETA 40 min)
