START 2026-09-24T00:49:37Z until [ -f ckpts/dsc/stage1_a3_s1.pt ]; do sleep 30; done; python3 coverage_lean.py --ckpt ckpts/dsc/stage1_a3_s1.pt --in data/dsc/targets_depth3_sub250.jsonl --k 2000 --temperature 0.8 --seed 0 --batch 1024 --procs 2 --out artifacts/dsc/cov_a3_s1_d3sub
shard 0/1: 250 theorems, 0 already done; k=2000 T=0.8 batch=1024
targets_depth3_1: n_ok 11/2000 (nd-only 0, parse-fail 864) distinct_ok 2 first_hit 290 written_hist {7: 1, 8: 1} lean 0s (12s; 1 done, 12s/thm, ETA 50 min)
targets_depth3_14: n_ok 1697/2000 (nd-only 0, parse-fail 64) distinct_ok 1 first_hit 1 written_hist {7: 1} lean 0s (7s; 2 done, 10s/thm, ETA 39 min)
targets_depth3_16: n_ok 1372/2000 (nd-only 0, parse-fail 424) distinct_ok 2 first_hit 2 written_hist {7: 1, 8: 1} lean 1s (12s; 3 done, 10s/thm, ETA 42 min)
targets_depth3_22: n_ok 1520/2000 (nd-only 0, parse-fail 239) distinct_ok 6 first_hit 2 written_hist {7: 1, 8: 5} lean 1s (10s; 4 done, 10s/thm, ETA 42 min)
targets_depth3_23: n_ok 426/2000 (nd-only 0, parse-fail 65) distinct_ok 3 first_hit 19 written_hist {7: 1, 8: 2} lean 1s (10s; 5 done, 10s/thm, ETA 42 min)
targets_depth3_27: n_ok 1953/2000 (nd-only 0, parse-fail 16) distinct_ok 3 first_hit 1 written_hist {7: 1, 8: 2} lean 1s (12s; 6 done, 10s/thm, ETA 43 min)
targets_depth3_33: n_ok 1669/2000 (nd-only 0, parse-fail 252) distinct_ok 16 first_hit 1 written_hist {7: 4, 8: 9, 9: 3} lean 1s (9s; 7 done, 10s/thm, ETA 41 min)
targets_depth3_37: n_ok 0/2000 (nd-only 0, parse-fail 19) distinct_ok 0 first_hit None written_hist {} lean 0s (10s; 8 done, 10s/thm, ETA 41 min)
targets_depth3_39: n_ok 1175/2000 (nd-only 0, parse-fail 143) distinct_ok 3 first_hit 1 written_hist {7: 1, 8: 2} lean 1s (9s; 9 done, 10s/thm, ETA 41 min)
targets_depth3_40: n_ok 1753/2000 (nd-only 0, parse-fail 202) distinct_ok 2 first_hit 3 written_hist {7: 1, 9: 1} lean 0s (9s; 10 done, 10s/thm, ETA 40 min)
targets_depth3_41: n_ok 204/2000 (nd-only 0, parse-fail 507) distinct_ok 2 first_hit 4 written_hist {7: 1, 8: 1} lean 1s (12s; 11 done, 10s/thm, ETA 41 min)
targets_depth3_46: n_ok 1559/2000 (nd-only 0, parse-fail 311) distinct_ok 2 first_hit 1 written_hist {7: 1, 8: 1} lean 0s (11s; 12 done, 10s/thm, ETA 41 min)
targets_depth3_62: n_ok 1282/2000 (nd-only 0, parse-fail 409) distinct_ok 3 first_hit 1 written_hist {7: 1, 8: 1, 10: 1} lean 1s (11s; 13 done, 10s/thm, ETA 41 min)
targets_depth3_63: n_ok 700/2000 (nd-only 0, parse-fail 665) distinct_ok 2 first_hit 1 written_hist {7: 1, 8: 1} lean 2s (11s; 14 done, 10s/thm, ETA 41 min)
targets_depth3_64: n_ok 125/2000 (nd-only 0, parse-fail 101) distinct_ok 2 first_hit 9 written_hist {7: 1, 8: 1} lean 1s (8s; 15 done, 10s/thm, ETA 40 min)
targets_depth3_70: n_ok 419/2000 (nd-only 0, parse-fail 42) distinct_ok 2 first_hit 4 written_hist {7: 1, 8: 1} lean 2s (10s; 16 done, 10s/thm, ETA 40 min)
targets_depth3_71: n_ok 1409/2000 (nd-only 0, parse-fail 223) distinct_ok 5 first_hit 2 written_hist {7: 1, 8: 1, 9: 3} lean 2s (10s; 17 done, 10s/thm, ETA 40 min)
targets_depth3_73: n_ok 1798/2000 (nd-only 0, parse-fail 136) distinct_ok 1 first_hit 1 written_hist {7: 1} lean 2s (9s; 18 done, 10s/thm, ETA 39 min)
targets_depth3_75: n_ok 445/2000 (nd-only 0, parse-fail 245) distinct_ok 2 first_hit 8 written_hist {7: 1, 8: 1} lean 1s (11s; 19 done, 10s/thm, ETA 39 min)
targets_depth3_82: n_ok 102/2000 (nd-only 0, parse-fail 135) distinct_ok 3 first_hit 14 written_hist {7: 1, 8: 2} lean 1s (11s; 20 done, 10s/thm, ETA 39 min)
targets_depth3_84: n_ok 1483/2000 (nd-only 0, parse-fail 134) distinct_ok 1 first_hit 1 written_hist {7: 1} lean 1s (8s; 21 done, 10s/thm, ETA 39 min)
targets_depth3_91: n_ok 1198/2000 (nd-only 0, parse-fail 72) distinct_ok 8 first_hit 1 written_hist {7: 2, 8: 6} lean 3s (11s; 22 done, 10s/thm, ETA 39 min)
targets_depth3_93: n_ok 94/2000 (nd-only 0, parse-fail 10) distinct_ok 1 first_hit 10 written_hist {7: 1} lean 1s (9s; 23 done, 10s/thm, ETA 38 min)
targets_depth3_95: n_ok 131/2000 (nd-only 0, parse-fail 33) distinct_ok 4 first_hit 1 written_hist {7: 1, 8: 2, 9: 1} lean 1s (10s; 24 done, 10s/thm, ETA 38 min)
targets_depth3_97: n_ok 101/2000 (nd-only 0, parse-fail 71) distinct_ok 2 first_hit 2 written_hist {7: 1, 8: 1} lean 1s (9s; 25 done, 10s/thm, ETA 38 min)
targets_depth3_101: n_ok 1491/2000 (nd-only 0, parse-fail 429) distinct_ok 2 first_hit 1 written_hist {7: 1, 8: 1} lean 2s (13s; 26 done, 10s/thm, ETA 38 min)
targets_depth3_103: n_ok 76/2000 (nd-only 0, parse-fail 28) distinct_ok 1 first_hit 20 written_hist {7: 1} lean 1s (9s; 27 done, 10s/thm, ETA 38 min)
targets_depth3_111: n_ok 269/2000 (nd-only 0, parse-fail 119) distinct_ok 1 first_hit 1 written_hist {7: 1} lean 2s (12s; 28 done, 10s/thm, ETA 38 min)
targets_depth3_118: n_ok 26/2000 (nd-only 0, parse-fail 24) distinct_ok 3 first_hit 18 written_hist {7: 1, 8: 2} lean 1s (11s; 29 done, 10s/thm, ETA 38 min)
targets_depth3_119: n_ok 1758/2000 (nd-only 0, parse-fail 120) distinct_ok 3 first_hit 1 written_hist {7: 2, 9: 1} lean 1s (16s; 30 done, 10s/thm, ETA 38 min)
targets_depth3_122: n_ok 68/2000 (nd-only 0, parse-fail 70) distinct_ok 2 first_hit 36 written_hist {7: 1, 8: 1} lean 0s (9s; 31 done, 10s/thm, ETA 38 min)
targets_depth3_126: n_ok 1918/2000 (nd-only 0, parse-fail 67) distinct_ok 2 first_hit 1 written_hist {7: 1, 10: 1} lean 0s (12s; 32 done, 10s/thm, ETA 38 min)
targets_depth3_127: n_ok 1944/2000 (nd-only 0, parse-fail 30) distinct_ok 3 first_hit 1 written_hist {7: 1, 8: 2} lean 1s (11s; 33 done, 10s/thm, ETA 38 min)
targets_depth3_133: n_ok 1708/2000 (nd-only 0, parse-fail 80) distinct_ok 7 first_hit 1 written_hist {7: 4, 8: 1, 9: 2} lean 1s (10s; 34 done, 10s/thm, ETA 37 min)
targets_depth3_142: n_ok 1312/2000 (nd-only 0, parse-fail 621) distinct_ok 5 first_hit 2 written_hist {7: 1, 8: 4} lean 1s (12s; 35 done, 10s/thm, ETA 37 min)
targets_depth3_143: n_ok 1616/2000 (nd-only 0, parse-fail 60) distinct_ok 2 first_hit 1 written_hist {7: 1, 8: 1} lean 1s (13s; 36 done, 11s/thm, ETA 37 min)
targets_depth3_145: n_ok 779/2000 (nd-only 0, parse-fail 163) distinct_ok 3 first_hit 1 written_hist {7: 1, 8: 2} lean 2s (11s; 37 done, 11s/thm, ETA 37 min)
targets_depth3_149: n_ok 1184/2000 (nd-only 0, parse-fail 787) distinct_ok 8 first_hit 1 written_hist {7: 1, 8: 2, 9: 1, 10: 4} lean 2s (13s; 38 done, 11s/thm, ETA 37 min)
targets_depth3_150: n_ok 1530/2000 (nd-only 0, parse-fail 104) distinct_ok 6 first_hit 1 written_hist {7: 2, 8: 4} lean 1s (12s; 39 done, 11s/thm, ETA 37 min)
targets_depth3_153: n_ok 1506/2000 (nd-only 0, parse-fail 207) distinct_ok 7 first_hit 2 written_hist {7: 1, 8: 4, 9: 2} lean 2s (11s; 40 done, 11s/thm, ETA 37 min)
targets_depth3_174: n_ok 1369/2000 (nd-only 0, parse-fail 433) distinct_ok 5 first_hit 1 written_hist {8: 1, 9: 4} lean 1s (14s; 41 done, 11s/thm, ETA 37 min)
targets_depth3_184: n_ok 1220/2000 (nd-only 0, parse-fail 486) distinct_ok 6 first_hit 1 written_hist {8: 1, 9: 5} lean 2s (14s; 42 done, 11s/thm, ETA 37 min)
targets_depth3_188: n_ok 98/2000 (nd-only 0, parse-fail 26) distinct_ok 5 first_hit 15 written_hist {7: 1, 8: 1, 9: 2, 11: 1} lean 1s (10s; 43 done, 11s/thm, ETA 37 min)
targets_depth3_189: n_ok 1085/2000 (nd-only 0, parse-fail 354) distinct_ok 4 first_hit 3 written_hist {8: 1, 9: 3} lean 1s (12s; 44 done, 11s/thm, ETA 37 min)
targets_depth3_191: n_ok 1641/2000 (nd-only 0, parse-fail 150) distinct_ok 5 first_hit 1 written_hist {8: 1, 9: 3, 11: 1} lean 2s (14s; 45 done, 11s/thm, ETA 37 min)
targets_depth3_193: n_ok 62/2000 (nd-only 0, parse-fail 617) distinct_ok 2 first_hit 4 written_hist {8: 2} lean 2s (13s; 46 done, 11s/thm, ETA 37 min)
targets_depth3_194: n_ok 8/2000 (nd-only 0, parse-fail 172) distinct_ok 3 first_hit 21 written_hist {8: 3} lean 1s (13s; 47 done, 11s/thm, ETA 37 min)
targets_depth3_195: n_ok 1549/2000 (nd-only 0, parse-fail 375) distinct_ok 7 first_hit 1 written_hist {8: 3, 9: 4} lean 1s (14s; 48 done, 11s/thm, ETA 37 min)
targets_depth3_199: n_ok 84/2000 (nd-only 0, parse-fail 409) distinct_ok 2 first_hit 29 written_hist {8: 2} lean 1s (13s; 49 done, 11s/thm, ETA 37 min)
targets_depth3_204: n_ok 459/2000 (nd-only 0, parse-fail 667) distinct_ok 3 first_hit 4 written_hist {8: 2, 9: 1} lean 19s (34s; 50 done, 12s/thm, ETA 38 min)
targets_depth3_208: n_ok 972/2000 (nd-only 0, parse-fail 688) distinct_ok 7 first_hit 1 written_hist {8: 1, 9: 5, 11: 1} lean 11s (42s; 51 done, 12s/thm, ETA 40 min)
targets_depth3_209: n_ok 1046/2000 (nd-only 0, parse-fail 174) distinct_ok 3 first_hit 1 written_hist {8: 1, 9: 2} lean 12s (46s; 52 done, 13s/thm, ETA 42 min)
targets_depth3_215: n_ok 1252/2000 (nd-only 0, parse-fail 502) distinct_ok 2 first_hit 2 written_hist {8: 1, 10: 1} lean 13s (51s; 53 done, 13s/thm, ETA 44 min)
targets_depth3_220: n_ok 26/2000 (nd-only 0, parse-fail 12) distinct_ok 1 first_hit 15 written_hist {8: 1} lean 10s (29s; 54 done, 14s/thm, ETA 45 min)
targets_depth3_223: n_ok 1321/2000 (nd-only 0, parse-fail 660) distinct_ok 1 first_hit 1 written_hist {8: 1} lean 15s (58s; 55 done, 15s/thm, ETA 47 min)
targets_depth3_224: n_ok 82/2000 (nd-only 0, parse-fail 49) distinct_ok 4 first_hit 81 written_hist {8: 1, 9: 3} lean 19s (42s; 56 done, 15s/thm, ETA 49 min)
targets_depth3_225: n_ok 464/2000 (nd-only 0, parse-fail 291) distinct_ok 11 first_hit 7 written_hist {8: 1, 9: 5, 10: 3, 11: 1, 12: 1} lean 20s (65s; 57 done, 16s/thm, ETA 51 min)
targets_depth3_226: n_ok 665/2000 (nd-only 0, parse-fail 1325) distinct_ok 1 first_hit 1 written_hist {8: 1} lean 7s (37s; 58 done, 16s/thm, ETA 52 min)
targets_depth3_227: n_ok 1147/2000 (nd-only 0, parse-fail 130) distinct_ok 15 first_hit 1 written_hist {8: 6, 9: 8, 10: 1} lean 29s (59s; 59 done, 17s/thm, ETA 54 min)
targets_depth3_241: n_ok 1201/2000 (nd-only 0, parse-fail 451) distinct_ok 3 first_hit 2 written_hist {8: 1, 9: 1, 10: 1} lean 9s (38s; 60 done, 17s/thm, ETA 55 min)
targets_depth3_244: n_ok 1701/2000 (nd-only 0, parse-fail 75) distinct_ok 16 first_hit 1 written_hist {8: 2, 9: 10, 10: 4} lean 24s (47s; 61 done, 18s/thm, ETA 56 min)
targets_depth3_247: n_ok 847/2000 (nd-only 0, parse-fail 440) distinct_ok 10 first_hit 1 written_hist {8: 3, 9: 7} lean 34s (75s; 62 done, 19s/thm, ETA 59 min)
targets_depth3_248: n_ok 401/2000 (nd-only 0, parse-fail 1352) distinct_ok 1 first_hit 10 written_hist {8: 1} lean 1s (30s; 63 done, 19s/thm, ETA 59 min)
targets_depth3_249: n_ok 1575/2000 (nd-only 0, parse-fail 78) distinct_ok 13 first_hit 1 written_hist {7: 1, 8: 5, 9: 5, 10: 2} lean 1s (10s; 64 done, 19s/thm, ETA 58 min)
targets_depth3_256: n_ok 137/2000 (nd-only 0, parse-fail 9) distinct_ok 2 first_hit 8 written_hist {7: 1, 8: 1} lean 0s (8s; 65 done, 19s/thm, ETA 58 min)
targets_depth3_265: n_ok 280/2000 (nd-only 0, parse-fail 1634) distinct_ok 5 first_hit 16 written_hist {8: 1, 9: 4} lean 1s (18s; 66 done, 19s/thm, ETA 57 min)
targets_depth3_266: n_ok 1878/2000 (nd-only 0, parse-fail 68) distinct_ok 4 first_hit 1 written_hist {8: 1, 9: 2, 11: 1} lean 1s (14s; 67 done, 19s/thm, ETA 57 min)
targets_depth3_277: n_ok 1797/2000 (nd-only 0, parse-fail 80) distinct_ok 11 first_hit 1 written_hist {7: 1, 8: 2, 9: 7, 10: 1} lean 1s (10s; 68 done, 18s/thm, ETA 56 min)
targets_depth3_281: n_ok 73/2000 (nd-only 0, parse-fail 18) distinct_ok 1 first_hit 2 written_hist {8: 1} lean 0s (12s; 69 done, 18s/thm, ETA 55 min)
targets_depth3_282: n_ok 1286/2000 (nd-only 0, parse-fail 376) distinct_ok 8 first_hit 2 written_hist {8: 1, 9: 3, 10: 1, 11: 3} lean 45s (80s; 70 done, 19s/thm, ETA 58 min)
targets_depth3_288: n_ok 1785/2000 (nd-only 0, parse-fail 190) distinct_ok 3 first_hit 1 written_hist {8: 2, 9: 1} lean 15s (43s; 71 done, 20s/thm, ETA 58 min)
targets_depth3_294: n_ok 1643/2000 (nd-only 0, parse-fail 36) distinct_ok 8 first_hit 2 written_hist {7: 1, 8: 2, 9: 5} lean 16s (39s; 72 done, 20s/thm, ETA 59 min)
targets_depth3_297: n_ok 512/2000 (nd-only 0, parse-fail 97) distinct_ok 9 first_hit 1 written_hist {8: 1, 9: 6, 10: 2} lean 29s (58s; 73 done, 20s/thm, ETA 60 min)
targets_depth3_298: n_ok 1707/2000 (nd-only 0, parse-fail 112) distinct_ok 4 first_hit 1 written_hist {8: 1, 9: 3} lean 17s (41s; 74 done, 21s/thm, ETA 61 min)
targets_depth3_308: n_ok 297/2000 (nd-only 0, parse-fail 396) distinct_ok 4 first_hit 20 written_hist {8: 3, 9: 1} lean 32s (63s; 75 done, 21s/thm, ETA 62 min)
targets_depth3_310: n_ok 676/2000 (nd-only 0, parse-fail 924) distinct_ok 6 first_hit 2 written_hist {8: 3, 9: 3} lean 20s (54s; 76 done, 22s/thm, ETA 63 min)
targets_depth3_317: n_ok 1153/2000 (nd-only 0, parse-fail 659) distinct_ok 1 first_hit 1 written_hist {8: 1} lean 10s (43s; 77 done, 22s/thm, ETA 63 min)
targets_depth3_323: n_ok 44/2000 (nd-only 0, parse-fail 252) distinct_ok 3 first_hit 43 written_hist {8: 1, 9: 2} lean 13s (41s; 78 done, 22s/thm, ETA 64 min)
targets_depth3_324: n_ok 4/2000 (nd-only 0, parse-fail 5) distinct_ok 1 first_hit 1106 written_hist {8: 1} lean 6s (26s; 79 done, 22s/thm, ETA 63 min)
targets_depth3_327: n_ok 351/2000 (nd-only 0, parse-fail 10) distinct_ok 3 first_hit 13 written_hist {8: 3} lean 8s (45s; 80 done, 23s/thm, ETA 64 min)
targets_depth3_332: n_ok 0/2000 (nd-only 0, parse-fail 467) distinct_ok 0 first_hit None written_hist {} lean 0s (28s; 81 done, 23s/thm, ETA 64 min)
targets_depth3_333: n_ok 1048/2000 (nd-only 0, parse-fail 171) distinct_ok 12 first_hit 1 written_hist {9: 6, 10: 6} lean 12s (39s; 82 done, 23s/thm, ETA 64 min)
targets_depth3_338: n_ok 768/2000 (nd-only 0, parse-fail 1012) distinct_ok 6 first_hit 2 written_hist {9: 1, 10: 5} lean 7s (52s; 83 done, 23s/thm, ETA 64 min)
targets_depth3_340: n_ok 967/2000 (nd-only 0, parse-fail 306) distinct_ok 16 first_hit 3 written_hist {9: 14, 10: 2} lean 3s (23s; 84 done, 23s/thm, ETA 64 min)
targets_depth3_341: n_ok 147/2000 (nd-only 0, parse-fail 723) distinct_ok 5 first_hit 6 written_hist {7: 1, 9: 4} lean 1s (10s; 85 done, 23s/thm, ETA 63 min)
targets_depth3_343: n_ok 316/2000 (nd-only 0, parse-fail 1310) distinct_ok 6 first_hit 7 written_hist {9: 6} lean 1s (11s; 86 done, 23s/thm, ETA 62 min)
targets_depth3_358: n_ok 370/2000 (nd-only 0, parse-fail 1556) distinct_ok 2 first_hit 1 written_hist {9: 1, 10: 1} lean 0s (14s; 87 done, 23s/thm, ETA 62 min)
targets_depth3_362: n_ok 1506/2000 (nd-only 0, parse-fail 273) distinct_ok 5 first_hit 2 written_hist {7: 1, 9: 2, 10: 2} lean 1s (11s; 88 done, 23s/thm, ETA 61 min)
targets_depth3_365: n_ok 1192/2000 (nd-only 0, parse-fail 314) distinct_ok 3 first_hit 1 written_hist {9: 1, 10: 2} lean 1s (12s; 89 done, 22s/thm, ETA 60 min)
targets_depth3_366: n_ok 276/2000 (nd-only 0, parse-fail 297) distinct_ok 7 first_hit 3 written_hist {9: 2, 10: 5} lean 1s (10s; 90 done, 22s/thm, ETA 60 min)
targets_depth3_367: n_ok 34/2000 (nd-only 0, parse-fail 138) distinct_ok 3 first_hit 123 written_hist {8: 1, 9: 2} lean 0s (10s; 91 done, 22s/thm, ETA 59 min)
targets_depth3_379: n_ok 40/2000 (nd-only 0, parse-fail 839) distinct_ok 3 first_hit 185 written_hist {9: 3} lean 0s (16s; 92 done, 22s/thm, ETA 58 min)
targets_depth3_380: n_ok 0/2000 (nd-only 0, parse-fail 1876) distinct_ok 0 first_hit None written_hist {} lean 0s (15s; 93 done, 22s/thm, ETA 58 min)
targets_depth3_394: n_ok 0/2000 (nd-only 0, parse-fail 231) distinct_ok 0 first_hit None written_hist {} lean 0s (8s; 94 done, 22s/thm, ETA 57 min)
targets_depth3_400: n_ok 228/2000 (nd-only 0, parse-fail 444) distinct_ok 4 first_hit 4 written_hist {9: 3, 12: 1} lean 1s (12s; 95 done, 22s/thm, ETA 56 min)
targets_depth3_408: n_ok 1/2000 (nd-only 0, parse-fail 1073) distinct_ok 1 first_hit 1485 written_hist {9: 1} lean 0s (16s; 96 done, 22s/thm, ETA 56 min)
targets_depth3_414: n_ok 40/2000 (nd-only 0, parse-fail 586) distinct_ok 8 first_hit 50 written_hist {8: 6, 9: 2} lean 0s (13s; 97 done, 22s/thm, ETA 55 min)
targets_depth3_429: n_ok 820/2000 (nd-only 0, parse-fail 485) distinct_ok 34 first_hit 1 written_hist {8: 1, 9: 18, 10: 14, 11: 1} lean 2s (13s; 98 done, 22s/thm, ETA 55 min)
targets_depth3_430: n_ok 148/2000 (nd-only 0, parse-fail 243) distinct_ok 4 first_hit 11 written_hist {8: 2, 9: 2} lean 0s (9s; 99 done, 21s/thm, ETA 54 min)
